,base_text,tweet_class
16301,"2020 | A year like no other…
 
Many have been away from friends and family, not been able to go to school or work and regular routines have been broken.
 
Concerned about anxiety caused by the pandemic?
 
We all have the experience to help someone in crisis.
 
#WSPD2020",2
35320,Statement re footage of man being arrested in Tower Hamlets,1
32287,"*UPDATE* Detectives investigating the murder of a 22-year-old man in #Ealing have named him as Osvaldo Carvalho from Hanwell.

They continue to appeal for witnesses.",3
30127,"#GUILTY

Three people, inc a Met police officer, have been convicted of offences following an investigation into the possession and distribution of an indecent image of a child.",1
41251,Three teenagers charged after stabbing on bus in Hackney,1
39268,"Detectives investigating Malachi's murder have today released two CCTV clips. The first shows the stolen Nissan Micra, believed to have been used by the suspects, as it drives up Weir Road. Did you see this car on the evening of 28th March, 2017?",3
36833,Further police appeal after death of man stabbed on Saturday in Seven Sisters Road area of #Haringey,3
11396,"We will enforce obvious Covid breaches wherever we see them.

Anyone who attends illegal gatherings can expect to face a fine, not just organisers.",1
14019,"Matt Ratana's Funeral Service

Join us to watch the live broadcast from the service of celebration and thanksgiving for Metropolitan Police Sergeant Matthew 'Matiu' Ratana

 11:30 GMT Wednesday 4 November",2
21377,"Following an appeal, a driver who police were trying to trace re a fatal collision in #Newham has made contact with officers and is assisting the investigation.",3
29681,"""Whilst we’re still in the early stages of the investigation, at this time we are not actively seeking anyone else in relation to the attack”",1
35649,Police appeal for help to identify suspects wanted in connection with disorder #Milllwall v #Everton,3
12476,"In the lead up to Christmas, it is more important than ever to stick to the Tier 2 regulations in #London

Look out for each other and if you need to head out this weekend, please remember… 

Hands
Face
 Space",1
43149,Allegations of gross misconduct against two serving officers have been found not proven.,1
10990,"A devoted father, husband and police officer has sadly died after testing positive for Covid19.

@KarenFindlayMPS ""PC Michael Warren was a lovely, genuine and hard-working officer. To lose his life at 37 is heart-breaking""

Our thoughts are with his family and friends",2
11592,"#APPEAL | Officers are looking for witnesses following a fatal collision.  Can you help? 
#Hammersmith #Fulham #Kensington #Chelsea.",3
36344,"Two members of an east London gang found in possession of weapons, firearms and ammunition have been jailed for a total of 26 years following a proactive operation by the Met's Trident and Area Crime Command",1
31413,Detectives investigating the fatal stabbing of a teenager in Camberwell have made six arrests,1
32381,"Looking for a varied and exciting career?

Join us at @LondonJobShow on 27th &amp; 28th Sept. 

We'll be answering your questions and giving you a sneak peek into what life is like on the front line.

Start a career like no other... #JoinTheMet #LondonJobShow #MondayMotivation",1
35529,Two teenagers have been jailed following a gang-related stabbing in Acton,1
36296,"Following in my father's footsteps

When Norman Briers joined the Met in 1958, he was looking to start a new varied career. Little did he know then, just how influential this decision would be...  

We would like to wish you all a very happy #FathersDay",2
17189,#CHARGE | A man has been charged with the murder of Nathan Mitra in #Hounslow,1
20014,"WANTED | Detectives investigating drug dealing in the West End are asking for the public’s help to trace four people as part of Operation Dissemble.

More:",3
29696,"Casualty Bureau's telephone lines are now open

If you are worried about family or friends involved in today’s incident in #LondonBridge, call Casualty Bureau on 0800 0961233 or 0207 158 0197

If you were involved in today’s incident and are safe, please also call Casualty Bureau",1
9372,"We commemorate those officers who sadly lost their lives during their service in the Metropolitan Police.

#WeRemember Police Constable Leslie Meehan and Sergeant Michael Wallace.

#LestWeForget",2
11955,"From our family to yours, thank you NHS 

You have supported London through what has been a year like no other... 

We wish you all a very Merry Christmas 

#ThankYouNHS #ThankYouLondon",2
12363,#London remains in Tier 2 restrictions. Look out for each other and ensure you are aware of what these restrictions mean for you and your loved ones.,1
27111,#GUILTY | A man has been convicted of committing grievous bodily harm with intent after pushing an 18-year-old woman over a fourth floor balcony in #Southwark,1
26358,"#APPEAL | ""For seven years I have not believed my daughter has died. I always believe I'll see her one day""

Mother of three, Lisa Pour, has been missing since Jan 2013. Her family are urging anyone with info to call police.

Can you help? Call 101 Ref Op Faline or @MissingPeople",3
7801,"Stalking doesn't just mean a stranger lurking in the bushes or peeping through a window. It can be…

 Persistent emails
 Non-stop phone calls
 Constant texts
 Online abuse

To report, call National Stalking Helpline 0808 802 0300 or 999 if in danger.

 @EssexPoliceUK",1
15575,DAC Stuart Cundy has this evening spoken outside New Scotland Yard to provide an update regarding the investigation into the murder of Sgt. Matt Ratana in #Croydon.,1
41103,Acting Detective Sergeant Zac Idun OBE talks about his career in the Met,2
37380,"We commemorate those officers who sadly lost their lives during their service in the Metropolitan Police.

#WeRemember PC John William Caplin &amp; PC Derek James Bottomley who died on duty this week in 1983 and 1977 respectively.

#LestWeForget",2
35216,"Nikita Panchenko is wanted on suspicion of failing to stop whilst driving a motorcycle, believed to be on false plates. 

If you recognise him or have any information about where he might be, please contact @CrimestoppersUK on 0800 555 111. 

#TacklingViolenceTogether #Enfield",3
27194,"The public &amp; the media can help us by sending any images or footage they may have taken at the scene to 

Anyone who may have information that could assist the investigation should call police on 0800 789 321. In an emergency dial 999",3
24801,"We commemorate those officers who sadly lost their lives during their service in the Metropolitan Police.

#WeRemember Police Constable Robert Gilchrest Broadhead Martin, Police Constable Eric Burns and Police Constable Edgar Gerald Allen.

#LestWeForget",2
18592,Detectives investigating the murder of 37yo Peter Petrou in #Kilburn have this afternoon arrested a 23yo man on suspicion of murder.,1
33776,"#WATCH Young people involved with the @PrincesTrust had the amazing opportunity to go behind the scenes at @KissFMUK

If you are thinking of going #KnifeFree you can contact the Prince's Trust, there is “nothing to lose but more to gain”

Find out more",1
31021,"Four teenagers, two aged 17 and two aged 16, have been sentenced in connection with the murder and robbery of 25-year-old Wilham Mendes in #Tottenham in December 2018.",1
29590,"""What the few who seek to spread fear do not realise is that it only makes the rest of us more steadfast.""

Commissioner Cressida Dick has written for the @EveningStandard following the #LondonBridge attack last week. 

Read more",1
37811,"If you know about a crime that's been committed, may be committed in the future or suspect somone may be carrying a knife, contact independent charity @crimestopperstrust on 0800 555 111 or  They are 100% anonymous and cannot trace your call or IP address.",3
34300,"A man who forced entry into an elderly victim’s home in #Southwark and robbed him of £15,000 worth of jewellery has been jailed for six years. Read more:",1
14962,#ARREST | Detectives investigating the murder of Billy McCullagh in #Brent have made a further arrest,1
15258,"Commissioner pays tribute to Sgt Matt Ratana in @nzherald: 

""Just as there are British expats who serve as police officers @nzpolice, there are Kiwi officers serving in the Met and other British constabularies. Matt did both""

  #PoliceFamily",2
42121,"#DidYouKnow that in 1971, the first Met female officers joined the Mounted Branch? Thats almost 200 years after the plan for a mounted branch was first introduced. Since then a lot has changed, find out more at   #ThrowbackThursday #100YearsStrong",2
19692,Detectives investigating the murder of Kyle Kelson [pic] have charged a third man in connection with the fatal shooting in #Cheam,1
25786,"#ARRESTS | Following a proactive operation, officers from the Met’s Specialist Crime North team have seized over 100kgs of Ketamine and arrested a number of individuals in relation.",1
4036,"Have you seen 81-year-old Vosa? He was last seen on Friday at 1.30pm in the W12 area. He is believed to be walking with a crutch and carrying a black backpack. He is known to frequently ride buses until he reaches the last stop. If seen,  police on 101, quote CAD 6609/20AUG",3
30316,"Looking for varied and exciting career?

Come and join us tomorrow &amp; Saturday at @skillslondon

We will be there ready to answer all your questions &amp; give you a sneak peek into what life is really like on the front line

Start a career like no other... #JoinTheMet #SkillsLondon",1
42946,Man charged with possessing terrorist material,1
29805,"#Lambeth detectives are appealing for help to identify a man wanted for two incidents of indecent exposure at #KnightsHill and #CedarTreeGrove – can you help? Call 101, ref 1076/28NOV with info or anonymously at #Crimestoppers on 0800 555 111.",3
18888,#APPEAL | Detectives have released two images of a man they would like to speak to in connection with a sexual assault in #Greenwich,3
20346,"#WATCH | Policing protests in London

Massive amounts of work goes on behind the scenes to deliver complex policing operations.

Our officers faced challenging scenes this weekend, responding bravely with utmost professionalism.",2
32854,Detectives have launched a murder investigation following the death of a baby girl in SE16. More information:,1
11814,PLEASE #SHARE Detectives investigating a burglary at a house in #Islington have issued a CCTV still of a man they wish to identify. The suspect made off on an e-scooter. One of the occupants was on duty as a paramedic at the time of the burglary.,3
39085,"""While at this stage the incident has not yet been formally linked, the location and manner of this attack will be of concern to the public. Our advice continues that the public remain vigilant, &amp; to contact police regarding anyone acting suspiciously.""",2
11792,"Officers dispersed a gathering of around 100 people who were in breach of #Covid regulations in #Southwark yesterday. The organiser of the event has been reported for a possible £10,000 fine.",1
33384,"#WATCH @BBCOne's Fugitives tonight at 8pm to see police officers from the UK and Uganda trace a woman who fled the UK after killing her own daughter.

Take a peek at our officers in action as they track down a delivery man responsible for robbery",2
16709,"Our policing response to events may differ according to our operational decision making. There are exemptions within the legislation, and it is incumbent upon organisers to familiarise themselves and adhere to these restrictions. More information here:",1
26441,"Over 200 officers from across England and Wales joined us for today's LGBT+ Adviser seminar.

It was a fantastic event with some insightful speakers. Thank you to everyone who attended and to our hosts @AvivaPride!

@MetLGBT #PoliceWithPride #LGBTHistoryMonth",2
39142,E-fit issued of cyclist sought following assault in #KingsX #Camden - can you help? Call 101 quote ref: CAD2433/17Mar with info.,3
27960,"Are you concerned that someone you know might be accessing or sharing sexual images of children online? 

If you’re not sure what to do, you can get anonymous help by visiting  or calling 0808 1000 900. 

#StopItNow @StopItNowUK",1
8616,14 people have been charged after raids involving six forces across the UK targeted those involved in drug supply. A firearm was also recovered at an address in #Hackney.,1
36197,"Can you help @nottspolice find Dillon Stone, 16, who is #missing from #Bulwell. It is believed he could be in #London",3
28894,"#LISTEN | You don't have to get involved in gangs. 

After a situation that almost cost him his life @Emmanuelfyfd now dedicates his time to showing others an alternative choice. 

@KissFMUK's latest podcast focuses on why people are turning to gangs.

#TacklingViolenceTogether",2
29702,"Commissioner Cressida Dick: “I am saddened &amp; angered that our city has been targeted by terrorism. It is with the heaviest of hearts that I inform you that as well as the suspect who was shot dead by police, two of those injured in this attack have tragically lost their lives""",2
27532,#APPEAL to trace the mother of a newborn baby bay who was left in a #Hackney street earlier today. Officers want to ensure she is safe and well and can access any support she needs. Call 101 and quote CAD3039/25Jan with info.,3
16332,"#APPEAL – Do you recognise this man?

Detectives investigating a series of sexual assaults on London buses are appealing for information.

If you recognise this man call police on 101 or tweet @MetCC  @BBCCrimewatch",3
27009,A 17-year-old AFC Bournemouth fan has been banned from attending football matches for three years after pleading guilty to chanting racist abuse,1
35194,Detectives appeal for info following a series of three linked sexual assaults/robberies on lone women in #Newham #WalthamForest. Officers wish to speak with the man pictured. Can you name him? Please call 101 quoting 777/1JUL with info.,3
33327,Response to a press statement made today by protest group Heathrow Pause about their intention to fly drones within the airport’s restricted zone during a planned demonstration on 13 September.,1
42204,Detectives appeal for information following murder of teenager in #Islington - Three teenagers have been arrested on suspicion of murder,3
38442,The Met remembers victims on the 20th anniversary of the Brixton Market nail bombing,2
13598,"Alongside enforcement activity taking place throughout #OpSceptre, we are committed to education, diversion and prevention. 

Working within custody suites across London, @DIVERTLondon aims to help young people who come into custody find employment, education and training.",2
28710,"#APPEAL | Detectives are appealing for witnesses and information after two men were shot at a fast food restaurant on High Road in #Hornsey on Thursday, 12 December",3
13860,Detectives are appealing for witnesses and anyone with dashcam footage after a woman died following a collision in #Hammersmith.,3
13590,"Sergeant David Walmsley, from the South East BCU, said:  ""Large gatherings in your own home are still unlawful and will not be tolerated. 

""Officers will continue to enforce the Coronavirus regulations where necessary to help keep people safe.""",1
42765,Two men who breached an interim gang injunction have been convicted. The injunction was breached when they performed drill music that incited and encouraged violence against rival gang members and then posted it on social media.,1
35097,Detectives are appealing for information and witnesses after a man was assaulted in #DenmarkHill #SE5 in what is being treated as a homophobic hate crime,3
17766,"#TacklingViolenceTogether remains our top priority. Our officers continue to work around the clock to tackle crime and keep London safe.

If you have information about a crime, we need to hear it. 

Call police on 101 or contact @CrimestoppersUK anonymously on 0800 555 111.",3
25291,"#WATCH | If you need us we will be there.

We are still working tirelessly to protect people and prevent crime during these uncertain times. 

Make sure you follow advice from @NHSuk and @PHE_uk in order to make sure their amazing work is effective as it can be.",2
32376,Can you help our colleagues @bedspolice find #missing Thomasz Paszynski? He has links with the #Walthamstow area,3
32968,"As it's #999DayUK today, here’s a reminder of when to  999:

If someone is in danger

If a crime is taking place.

If the crime has already happened and there's no sign of a suspect, call 101, visit  or tweet @MetCC to report it.

#ThinkBeforeYouDial",1
12701,"The government has put new public health regulations in place to continue to reduce the spread of #COVID19.

The Met has made more resource available this weekend to ensure that Londoners are aware of the rules and adhere to them.

Thank you for working with us to #KeepLondonSafe",1
38687,UPDATE: Julian Assange has been further arrested in relation to an extradition warrant on behalf of the United States authorities. He remains in custody at a central London police station.,1
13136,#ARRESTS | Officers from the Met's Specialist Crime Command have made three arrests as part of an operation to tackle violence in south London #Lewisham #Lambeth #Southwark,1
3464,"With numerous events in London today, please be aware of what's around you. If you see anything suspicious please report it to police or security staff. In an emergency dial 999.",1
35692,Detectives investigating the fatal stabbing of Yusuf Mohamed in Shepherds Bush have made two arrests.,1
15444,"#APPEAL | Detectives investigating the abduction of three brothers from #Coulsdon #Croydon are offering a £20,000 reward for info that leads to their safe return. The search for the boys and their father, Imran Safi, remains ongoing.",3
24964,"#WATCH | Op Venice officers used tactical contact last night to stop a wanted offender fleeing the scene.

He was wanted for assault on an emergency worker.

Read about his arrest here:",1
13138,#JAILED | A man has been jailed after he was found in possession of a firearm following a vehicle stop by specialist officers in #Bermondsey,1
36261,Man stable following shooting in @MPSLeytonstone - no arrests have been made. Enquiries continue.,1
9174,"Assistant Commissioner Nick Ephgrave has sadly confirmed the body found in the woodland in Kent has been identified as Sarah Everard. 

Our thoughts are with Sarah's family and loved ones at this difficult time.",2
42221,Three teenagers have been arrested on suspicion of murder,1
28932,"#APPEAL A 33-year-old man who was stabbed in #Croydon yesterday has died from his injuries today in hospital.

Do you have information that could help detectives? the incident room on 0208 721 4005, or 101/ tweet @MetCC ref 7166/15DEC.",3
32684,A man has been charged and appeared in court following protests linked to #Heathrow Airport.,1
26790,#JAILED | Man who was one day away from leaving prison is jailed again after being caught in his cell with an improvised weapon.,1
18985,"#APPEAL | Detectives are appealing for witnesses and information following a murder in #Penge in the early hours of Sunday, 12 July. Did you see or hear anything suspicious?",3
33126,"Charles Riddington, 37, has today been convicted at the Old Bailey of the murder of George Barker (pictured) in #Bexleyheath in November 2016.",1
18402,"When local residents alerted police to an illegal, unlicensed music event in their neighbourhood, Inspector Tanner and his team responded.

The earlier we have information, the sooner we can act and shut down the event. 

Help us to keep your community safe.

@MetPoliceEvents",1
38875,Can you help us identify these men?,3
14589,"Anyone can be a victim of a scam.

We are joining Friends Against Scams to support their FASathon campaign to get as many people #ScamAware as possible.",2
29924,"Please #SHARE | Domestic abuse affects people from all walks of life and deeply impacts victims and their families. 

Today is #WhiteRibbonDay, an international day for elimination of violence against women. 

We're determined to protect all victims #TellSomeone",2
26445,"#WANTED | Can you help our colleagues @SuffolkPolice find Dominic Rowan, 54, who lives in the #Clapton area of #Hackney? He is wanted for recall to prison. He also goes under the alias of Aaron Royer. If seen, call Suffolk Police on 101.",3
37181,A man has been charged in connection with a stabbing in #Mitcham earlier this week. More details:,1
38099,"A murder investigation is underway after a man, aged 29, died after being stabbed in #Homerton #Hackney - call 101 and quote 4373/26Apr.",3
16004,"Children and young people across the UK can be susceptible to gang grooming. 

#LookCloser for signs that a child may be at risk.

If you notice suspicious activity or have information about County Lines drug dealing you can speak to police on 101 or call 999 in an emergency",1
10128,"Officers will be out across the weekend as usual.

A fine is not the only thing you are risking by heading out this weekend. 

You risk your health and that of those around you. 

#Stayathome",1
41126,"We remain committed to building upon the recommendations outlined in the Macpherson Report, striving to provide the best service possible to the people of #London. We asked our recruits how they intend on supporting and working with all communities across the capital:",2
5914,"These mothers have lost their sons to knife crime.

Calling to give information on knife crime is difficult, but your call could help save lives. 

You don’t even have to call the police. @CrimestoppersUK is an 100% anonymous.

0800 555 111",3
33446,"Detectives appeal for information after man critically injured following collision in #Streatham - One man, 28, arrested on suspicion of causing serious injury by dangerous driving. Please call with info or any relevant dash-cam footage",3
12673,"Whether it's the night before or the morning after a heavy night drinking, take alternative travel. 

2020 has been difficult enough and the devastating consequences of drink and drug driving are easily preventable. 

Simply do not get behind the wheel under the influence",1
29695,"Casualty Bureau's online portal is also open: 

If you are worried about family or friends involved in today’s incident please make a report via the online form

If you were involved in today’s incident &amp; are safe, please make a report online

#LondonBridge",1
21548,"Despite the gradual easing of lockdown restrictions we still have to protect the NHS.

As traffic starts to increase on the roads, please take extra care when travelling. 

Speeding kills, and driving within the speed limits will save lives #SlowDownSaveLives",1
36770,Appeal following Clapham shooting,3
30181,"#JAILED

A carer has been jailed for neglect and fraud following the death of an 89-yr-old woman in #Ealing",1
33222,"Get #BackToSchool ready! Whether your children are....

 discovering the online world at primary school
 making new digital friends as they move to “big school”
or simply continuing to build their social circle at secondary school

Have that conversation about #OnlineSafety",2
38023,Detectives make twelth arrest following murder of Steven Brown in Hackney,1
29750,"#APPEAL | Can you help detectives trace the last movements of Stuart Miller, 45, who was found dead in his #Ilford home on Monday, 25 Nov. He is known to have gone out between 20:55 and 21:15hrs on Sunday, 24 Nov. His death is not thought to be suspicious.",3
39407,Can you name this man #wantedforquestioning in connection with a #HateCrime in #Westminster? Suspect targeted a Sikh male in #VictoriaPlace and threatened to set him on fire. Please call police on 101 quoting 6508106/19 or call Crimestoppers anonymously.,3
11488,"We have made 21 arrests after a protest in Parliament Square today. Separately, seven people were detained and later handed a fixed penalty notice following a small gathering outside Westminster Magistrates' Court. They were then instructed to go home.",1
37129,Victim named and car details released following fatal 'hit and run' collision,1
9125,"Commissioner Cressida Dick: ""I wouldn't have wanted to see a vigil in memory of Sarah, end with those scenes.

""Indeed, if it had been lawful, I'd have been there. I would have been at a vigil.""

#SarahEverard | #ClaphamCommon",2
28867,"Family of young boy left fighting for his life after being thrown from a platform at Tate Modern announce he has started to speak and move his arms and legs.

We are so pleased to hear of his progress and we wish the little hero  and his family all the best and Merry Christmas.",2
38209,A murder investigation is underway after a 21-yr-old man died following a stabbing in #Harlesden #Brent,1
39145,An 18-year-old man is ill in hospital after he was stabbed in #PitfieldStreet #Hackney last night following a party at a community centre - do you have info that could help police find those responsible? Call 101 ref 8496/30March,3
39498,UPDATE:  Male re-arrested following murder of Jodie Chesney,1
8438,A scheme aimed at increasing convictions of those who assault NHS staff has been launched; Op Cavell will also see frontline NHS workers who are victims of such crimes offered welfare support.,2
42655,A man from #Edmonton #Enfield has been jailed after pleading guilty to sexual offences committed against a ten-year-old girl,1
37226,Officers are appealing for witnesses and dash cam footage after a child died following a collision in East Finchley yesterday.,3
41428,"Officers are gearing up for the @MCNNews #MCNshow! Visit our stand tomorrow - check out our amazing scrambler bike and speak to our officers about protecting your mopeds #LockChainCover #BeSafe 

Find out more about protecting your moped:",2
27729,"#APPEAL | DCI Paul Considine said: ""I would encourage anyone who knows what the motivation for this attack was to contact us .""

Anyone with information is asked to call 020 8345 3865 or stay anonymous by calling Crimestoppers on 0800 555 111.",3
15806,"As winter approaches we'll all be spending more time indoors.

It's still important to take steps to protect each other.

Wash your hands 
Wear a face covering
Make space 

These are the three most effective ways to control the spread of #Covid19

#HandsFaceSpace",1
35950,"Did you catch our officers last night on @channel5_tv ?

Our officers use tactical contact to tackle moped gangs and bring them to justice 

#WATCH our officers in action",2
12213,#GUILTY | A man who placed a bottle of flammable liquid in the exhaust pipe of an Iranian diplomatic vehicle that was parked in #Knightsbridge #Westminster has been convicted.,1
21852,"#WATCH | ""One of the hardest parts is to make that dreaded knock at the door.""

Detective Inspector Dave Hindmarsh talks about the devastating impact speeding can have.

Have you seen an offence? You can upload dash cam footage here:",1
37616,Renewed appeal following murder of teenager in Southwark,3
18346,"A man has been jailed for seven years for causing the death of 20-year-old Anisha Vidal-Garner (pictured) by dangerous driving in #Lambeth last year.

Quincy Anyiam, 26, was sentenced at the Old Bailey today.",1
35587,"Following the death of baby boy Riley and his mother Kelly Mary Fauvrelle, we are re-appealing for any information regarding a man we wish to trace.

Ten minutes after walking to Kelly's address, he can be seen running away from the scene. 

#ThorntonHeath",3
24115,Two men charged in connection with an attacked on a prison officer at HMP Whitemoor in January are to go on trial for attempted murder in September.,1
40749,Detectives are appealing for the public's help in identifying the driver of a Vauxhall Vectra that was involved in a fail to stop collision on Church Road in #Leyton,3
8684,"In a national first, 300 officers have executed 30 dawn raids targeting a network of criminals believed to be involved in hundreds of catalytic converter thefts 

Read more on Op Basswood and find advice on how to protect your vehicle here:",1
31741,"As of 20:00 on Thursday, 10 October, there have been 1,112 arrests in connection with the ongoing Extinction Rebellion protests across London.",1
4054,#APPEAL | Can you help? Detectives investigating a rape on #Clapham Common in June are appealing for anyone who was in the area to come forward,3
21865,"A 20-year-old fraudster has admitted to sending fraudulent text messages linked to the Coronavirus pandemic.

Criminals are attempting to take advantage of Covid-19 through SMS Phishing (Smishing).

Watch this video to learn how best to keep yourself protected from these scams",1
41184,"Ahead of the 20th anniversary of the publication of the Stephen Lawrence Inquiry report, here is a look at some of the changes made to fundamental practices within the Met",1
5185,"| ""The harm caused to families and communities through the tragic loss of life relating to knife crime is devastating""

""These measures will help officers to seize more dangerous weapons""

DAC Graham McNulty

#TacklingViolenceTogether",2
31004,Statement re: today’s publication of the #Grenfell Tower public inquiry’s phase 1 report into the events of 14 June 2017,1
11594,"@android_maltron Hi Andy, local police have been informed on reference CAD 3518/02JAN21",1
38370,Can you help @HertsPolice with their investigation into the disappearance of Joy Morgan,3
762,"""Since joining the Met Asma has become a really confident, young  Black Muslim woman.""

Now more than ever become a police officer.",2
10131,#CHARGED: A man has been charged with firearms offences after a self-loading pistol and ammunition were recovered and seized in a minicab earlier in the week,1
34215,Appeal issued following murder of elderly woman in her own home in #Tottenham,3
28860,Two men have been found guilty of the murder of teenager Amara Toure in #Southwark,1
32061,Four jailed for 70 years for armed robberies  #Bristol #Rugby #Towcester #Bicester #Hungerford,1
26361,"UPDATE | Stabbing at mosque near Regents Park.

Detectives investigating the incident do not believe it to be terror-related. 

Latest update here:",1
34107,"With the summer holidays in full swing, @MayorofLondon has created an interactive map showing free activities for young people in your local area.

Try out:
Photography workshops
Dance classes
Learning to code
Studio sessions

Check it out",1
33121,A convicted paedophile has been sentenced to a further 16 months' imprisonment for sexually abusing a boy in the 1980s when he was teaching at a drama/ dance school in #Coulsdon #Croydon,1
16985,"“…London and the rest of the UK need a police force that is ready and willing to take on those challenges.”

Read about Detective Sergeant Rasheed Alawiye’s experience as a black police officer in The Met.",2
17483,"Students from schools across north-west #London have taken part in a series of summer activities led by the Met.

The activities have varied from emergency life-saving skills to cooking and crime prevention, including a stop and search role-play workshop.",2
13847,"Four police officers, who were on their first day on independent patrol, found £200,000 worth of suspected Class A drugs in #Camden",1
12454,"Have yourself a merry little Christmas 

@MetPoliceChoir have joined forces with @Choir_NHS to spread some festive cheer.

They have gone virtual to raise money for @UK_COPS and @WChildCancer

""We'll always be together, it the fates allow""",2
38398,"Specials wear the same uniform and carry the same powers as regular police officers. 

As a special, you’ll make a real difference to London by reducing crime, and the fear of crime, whilst gaining unique experiences you simply can’t get anywhere else.

#MyOtherJob",1
11965,#APPEAL | The family of a man sought in connection with the murder of Takieddine ‘Taki’ Boudhane last January are appealing for him to make contact,3
9433,"#APPEAL | Did you witness the stabbing in Alpha Road #Croydon yesterday or have any info about it?

Tai Jordan O’Donnell has died, he was 19 years old.

One arrest has been made and Detectives need your help. 

 0208 7213 4005",3
27467,"#APPEAL | A 74-year-old man has died after a collision with a car in Rayners Lane, #Harrow at 5.45pm today.

Did you witness the incident? If so, please call the Collision Investigation Unit on 0208 2469820",3
10612,#APPEAL | Police are appealing for witnesses and info after two att robberies in #Newham #EastHam - in the second incident a 17-yr-old male had a corrosive substance thrown in his face. Pls call 101 quote CAD6803/2Feb with info.,3
27577,"CHARGED | A man has been charged with the murder of a woman in #Chingford. He will appear in court tomorrow.

More:",1
11768,"The Domestic Violence Disclosure Scheme, often called ‘Clare’s Law', gives everyone the right to ask the police if their partner may pose a risk to them.

We are always here to support victims of domestic abuse.",1
34850,Man who killed friendly pensioner in her own home jailed for life #Teddington,1
20644,CHARGED | A man has been charged with the murder of Flamur Beqiri in #Battersea on Christmas Eve after being extradited from Denmark.,1
36575,Man charged with murder following fatal stabbing in #Tottenham #Haringay,1
27267,"Spot the signs of courier fraud. 

If someone claiming to be a police officer approaches you and asks you to withdraw money for safe keeping, it’s a scam. 

Find out more here 

#CourierFraud",1
35377,Three jailed for beating a pregnant woman,1
43364,"#BackToWork? Yesterday four year old Louie joined colleagues in #Merton. He was enlisted after he received his uniform for Christmas. He's been working very hard to protect his community, so much so that he has been in uniform and on duty ever since",2
1306,"Deputy Commissioner Matt Twist: ""I would ask that you stay alert, and help us to keep you safe by being our extra eyes and ears.

If you see or hear something that doesn’t seem right, then trust your instincts and report it.”

Read more",1
40428,"Commissioner Cressida Dick joined @NickFerrariLBC on @LBC this morning to talk about violence in #London “The events of the last several days are absolutely ghastly. It has been my priority since I started as Commissioner to reduce violence and it remains my highest priority""",2
36942,"#JAILED two men have been jailed for life today following the brutal murder of Ian Tomlin

Ian was killed in Oct'18, as a long-running feud came to a devastating end

#WATCH the moment the men made their escape after callously beating and stabbing Ian, before leaving him for dead",1
42865,"Do you know these men? Police would like to speak to them after an officer was assaulted during a protest in #Westminster. If you can help, please call police on 101 or Tweet @MetCC.",3
38918,Murder investigation launched in Walthamstow following death of 60-year-old man,1
32030,"Police were called at around 1pm to St Thomas Street, SE1. Officers attended and found that a male had climbed a crane at the location. The man came down at 6.45pm and has been detained by officers.  (We will update with any further details when possible.)",1
35205,A 22-year-old man who was arrested on suspicion of trespassing at Buckingham Palace has been released under investigation. Enquiries continue.,1
5716,"Help save further families from going through this pain. 

Every little bit of information about knife crime helps towards our investigation and could prevent another life lost. 

Contact @CrimestoppersUK anonymously. No one will know you have contacted them.",3
26764,"#GUILTY! | A man who caused fatal injuries to a cyclist after running a red light has been convicted, along with three family members.

Angelo Kaminski, 28, enlisted his dad, brother &amp; cousin to concoct a story that his car had been stolen.

More",1
6219,"Did you grow up aware of the phrase ""stranger danger""?

We're now educating young Londoners to recognise unsafe situations &amp; teaching them not go with anyone without their parent/guardian's permission.

Visit @CleverNeverGoes and have that important chat with your children today.",1
27204,"Three people are known to have been injured in the #Streatham attack earlier this afternoon.

One person is at hospital in a life-threatening condition. We are in the process of informing their family.",1
39136,We continue to take positive action to tackle London’s motorists who drive too fast – one of the biggest causes of road traffic collisions in the capital and boroughs. #SpeedWeek,1
2809,"Local Policing Boost | 650 additional officers will join our town centre and neighbourhood teams.

Officers will provide a more visible policing presence, work with the local community, tackle violent crime, help prevent violence and harassment committed against women and girls.",1
27690,Can you help our colleagues @HertsPolice trace #wanted Ibrahim Gilgil who has links with the #Enfield area?,3
31994,"Sergey Koudriavstev, 48, today pleaded guilty at the Old Bailey to the murder of his parents at their home in #KensingtonandChelsea in May.

During police interviews Koudriavstev said he thought his parents were contributing to his dog's ailing health.",1
14431,"Our officers work tirelessly to protect the London community, and never hesitate to attend sometimes life-threatening emergencies. 

By adhering to #COVID19 rules, you are helping officers focus on the Met's key priority - tackling violent crime.  

Thank you for working with us.",1
21712,#APPEAL | Appeal for info and witnesses after two linked shootings in #Acton #Ealing this week. One man arrested and in custody. Enquiries remain ongoing. Can you help? Pls call 101 quote CAD220/19May.,3
43006,Detectives investigating the murder of a woman in #Poplar #TowerHamlets have arrested a man.,1
40197,Man charged with murder following a stabbing in #Leyton #WalthamForest.,1
3974,"Detectives have seized a handgun from an address in Brent 

DI Dean Grafton said ""Officers are working relentlessly to identify and detain violent offenders and seize dangerous weapons from the streets of London.""",1
39808,"#OnThisDay 11 years ago, officers investigated the disappearance of Martine Vik Magnussen. Enquiries led officers to an address in Great Portland Street, Westminster, where they found Martine’s body. She had been raped &amp; murdered. Attempts had been made to conceal her body.",1
