,base_text,tweet_class
1090,"Worried your partner may have an abusive past? Get in touch and if we can find information that would protect you, we will tell you",1
1091,"#Safe4Autumn | To report firework nuisance or other antisocial behaviour call GMP on 101, via our online Live Chat here:  or contact Crimestoppers, anonymously, on 0800 555 111. call 999 in an emergency. #bonfirenight #treacle",1
1092,"Many can feel anxious or worried at this time of year due to uninvited trick or treating, firework misuse and large crowds of people. 

Please be respectful of others for a safe and enjoyable #Halloween and #BonfireNight for all!",1
1093,"House parties and gatherings may not be all they seem for young people in West Yorkshire. If you don’t know, don’t go",1
1094,"If you're hosting a bonfire party  this weekend, make sure you know the law on #fireworks and bonfires 

Click the link below for info",1
1095,If you feel you might be at risk of domestic abuse you can use your 'right to ask' about your partner's history by calling 101. If you are in immediate danger always call 999,1
1096,#Safe4Autumn | Children’s #Halloween costumes and other seasonal or themed costumes are currently classified as toys. You should check they are CE marked to ensure they meet the required safety standards. Please stay safe by following our brief advice.,1
1097,"#Safe4Autumn | Respect people's rights this #Halloween - be polite, don't go out too late, ring or knock only once, and be prepared to take 'no' for an answer! Follow these top tips here:  to ensure everyone has a safe and enjoyable time.",1
1098,"Children who are exposed to domestic abuse in the home may have difficulties learning, limited social skills, be more likely to use violence or suffer from severe depression and anxiety. 

Help is available at",1
1099,#Safe4Autumn | If you are going ‘trick or treating’ this #halloween please respect and consider others. Follow these top tips from @manchesterfire to ensure everyone has a safe and enjoyable time. More info,1
1100,New Police Officers will have the chance to earn while they learn through our new entry routes. Click here for info and to apply now:,1
1101,#ActionCountersTerrorism. Have you heard something that could be terrorist related? Report it.,1
1102,"Don't want trick or treaters this Halloween? 

Halloween can leave some people feeling anxious. We are sharing our poster which can displayed in homes if you or someone you know doesn't want trick or treaters this year.

 #WYHalloween",1
1103,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds, Leeds South in relation to the crime of : Assault #police",3
1104,"Is it going to be dark before you finish work now the clocks have changed? Make sure you have light timers set up, doors and windows are locked and valuables are out of reach and out of sight! #alarmlockslights",1
1105,The cordon in #Littleborough has been lifted.,1
1106,"Police Officer recruitment is now open. As part of the new entry route, recruits will study for a degree at Leeds Trinity University alongside their police training:",1
1107,"If you're in a relationship and worried that your partner may have a history of domestic abuse, you can ask us",1
1108,"The clocks go back this weekend. Burglaries can increase during the Winter months as burglars take advantage of the longer nights. 

Are you doing everything you can to keep your home secure?",1
1109,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds, Leeds North East in relation to the crime of : Theft from Motor Vehicle #police",3
1110,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Wakefield in relation to the crime of : Theft Of Vehicle #police,3
1111,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford in relation to the crime of : Burglary Dwelling #police,3
1112,"The national campaign to hire 20,000 police officers has begun.

Do you have what it takes?

Find out more at: 

#AForceForAll",1
1113,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Wakefield in relation to the crime of : Public Order #police,3
1114,"Anyone over 16, whether male or female, can use Clare's Law to ask if a partner has a history of domestic abuse",1
1115,Heard something that could be terrorist related? You could make the difference. #ACT,1
1116,"Have you ever thought about being a PCSO? We’re recruiting now! 

Recruitment closes on Wednesday 23rd October at 11:55pm. 

Click here to find out more:",1
1117,"If you're walking home from university or the pub, keep yourself safe. Stay with friend and keep valuables such as mobile phones out of",1
1118,"You can now apply to be a Police Constable. Through our new entry route you will earn £20,800 per year, achieve a degree in Professional Policing Practice and become a full trained police officer – without having to pay tuition fees",1
1119,"If you are worried that your partner or ex-partner may have an abusive past, ask us. If we have information that could protect you we will tell you",1
1120,Female Genital Mutilation is illegal. Visit  to find out how to protect our girls #EndFGM,1
1121,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds in relation to the crime of : Possession of a Dangerous Dog #police,3
1122,"@craigpeet @gmptraffic If you think the vehicle is abandoned, we would suggest you contact your local council via the link:",2
1123,"Did you know that if your partner is controlling where you go or who you see, this is domestic abuse?",1
1124,"We're launching a new route to become a Police Officer. Training will now involve a three year degree course at Leeds Trinity University, alongside police training. Click here for more information:",1
1125,"Appeal: Road Traffic Collision, Bradford #police",3
1126,If you think anyone in your workplace is possibly a victim of modern slavery then contact the Modern Slavery Helpline on 08000 121 700 or visit,1
1127,"On Friday 11 October, GMP is starting the first of six road side operations in recognition of tyre safety month. This is the perfect time of year to check your car tyres ahead of the colder winter months.",1
1128,"New Police Officers will have the chance to earn while they learn on our new apprenticeship scheme. 

Click here for info and to apply now:",1
1129,"It’s not always easy to tell if something is bothering a young person or whether they are being exploited. A tell-tale sign could be a change in appearance, hanging out with older people or staying out late #StillAChild",1
1130,"Always take the key out of the lock and keep it in a safe place. Do not leave keys in reach of a letterbox, a cat flap, or on view through a window. Find out more at:",1
1131,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford, Bradford West in relation to the crime of : Theft #police",3
1132,Crime prevention doesn't have to cost a lot of money. Lock away all your garden tools after using them. For more advice:,1
1133,Don't leave power cables or charger units for laptops and tablets plugged in and on show. A burglar might see these and decide to break in. Find out more at:,1
1134,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds, Leeds South in relation to the crime of : Theft non specific #police",3
1135,We're launching a new route to become a Police Officer. Training will now involve a three year apprenticeship and studying for a degree at Leeds Trinity University. Click here for more information:,1
1136,"Have you enabled two-factor authentication (2FA) yet 

It is a quick and effective way of keeping criminals out of your online accounts 

Head to   to find out how to do it. 

#2Factor",1
1137,"Police Officer recruitment is now open. As part of the new apprenticeship scheme, new recruits will study for a degree at Leeds Trinity University alongside their police training:",1
1138,"Always take the key out of the lock and keep it in a safe place. Do not leave keys in reach of a letterbox, a cat flap, or on view through a window. You can find out more at:",1
1139,A poignant day of reflection for those who gave their lives in the line of duty on National Police Memorial Day,2
1140,Celebrating the lives and memories of the officers who gave their lives in the line of duty for West Yorkshire Police,2
1141,New Police Officers will have the chance to earn while they learn on our new apprenticeship scheme. Click here for info and to register your interest:,1
1142,Police Officer recruitment is open. You can apply to become a Police Degree Apprentice and earn while you learn. Recruitment is open until 7th October:,1
1143,"If your patio doors have euro cylinder locks on them, make sure they meet current standards. See the latest advice at:",1
1144,"If you are in a damage only/non injury road traffic collision, you don’t need to call the police. Exchange details and call your insurance company.

Only call the police if an offence has been committed, you are blocking the road or someone is injured.",1
1145,"Firearms and weapon attacks are rare but all communities including universities and colleges, need to be prepared.

 These three words could save your life: RUN, HIDE, TELL.

 No lecture, just sound advice.",1
1146,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees in relation to the crime of : Burglary Dwelling #police,3
1147,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees in relation to the crime of : Make off Without Payment #police,3
1148,Are you deaf or hard of hearing? Did you know that West Yorkshire Police has an emergency/non-emergency text service for deaf people? See here for more information. #DeafAwarenessWeek,1
1149,Consider setting up a Neighbourhood Watch scheme on your street. Look out for each other and stay safe,1
1150,"If you do not want to speak to police, you can always contact @Crimestoppers anonymously on 0800 555 111.

If you have information or if you are worried about someone, advice and support is available through @Fearless via",1
1151,"Thinking about a career change? Have you thought about life as a PC?

 Join the best and most rewarding job in the world. It's no wonder why 100% of our staff joined to make a difference. 

Join our #WMPfamily. #JoinThePolice.

See if you fit the bill and apply today",1
1152,"Always take the key out of the lock and keep it in a safe place - Try not to leave keys in reach of a letterbox, a cat flap, or on view through a window",1
1153,"As university and college students prepare to start the new academic year, remember this simple advice:

 In the rare event of a firearms or weapons attack | RUN, HIDE, TELL.

 No lecture, just sound advice.",1
1154,"#ICYMI | @ukhomeoffice are recruiting 20,000 police officers across the UK.

Which means we are looking for people to join our #WMPfamily 

Join the best job in the world. #JoinThePolice",1
1155,"There is no specific intelligence to say colleges and universities are being targeted but it is important that all communities are prepared.

 These three words could save your life: RUN, HIDE, TELL.

 No lecture, just sound advice.",1
1156,"Get a degree or diploma fully funded by us
 Earn while you learn
 Gain experience by being on the front-line
 Protect, serve and make a difference

Just SOME of the benefits you'll get being a trainee PC for WMP 

 Join our #WMPfamily. #JoinThePolice. Apply today.",1
1157,"We want everyone to enjoy their student experience while studying in West Yorkshire, but also want to remind everyone of some top safety tips",1
1158,"Always take the key out of the lock and keep it in a safe place - do not leave keys in reach of a letterbox, a cat flap, or on view through a window",1
1159,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Wakefield, Wakefield East and South East in relation to the crime of : Theft #police",3
1160,"As university and college students prepare to start the new academic year, remember this simple advice: 

 In the rare event of a firearms or weapons attack | RUN, HIDE, TELL.

 No lecture, just sound advice.",1
1161,"Today, Monday 16 September, a memorial service was held to mark the 30th anniversary of the death of Inspector Ray Codling. View the gallery here:",2
1162,"UPDATE Appeal: Fatal Road Traffic Collision, Bradford #police",3
1163,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds in relation to the crime of : Burglary Business #police,3
1164,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees, Batley and Spen in relation to the crime of : Burglary #police",3
1165,"Ditch your #MondayBlues for the blues n' twos 

 The best job in the world where no two days are the same.

 It's challenging but hugely rewarding - just some of the words our people use to describe working for WMP.

Join our #WMPfamily. #JoinThePolice. Apply today",1
1166,"Don't leave valuables such as keys or money on display in your home, they might encourage a burglar to break in",1
1167,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford in relation to the crime of : Theft From Person #police,3
1168,"JOBS |  Our latest recruits have just started their journey to become fully fledged PC's. How do you fancy joining them? It’s an amazing career where no two days are the same. Click the link, find out more &amp; apply today.   #policefamily #wmpfamily",1
1169,Burglars don't just target your front door. Make sure you lock the back door and any windows when both in or out of the house. Find out more at:,1
1170,Don't be caught out. A burglar can be in and out of your home in less than a minute. Lock your doors and windows when in or out the house,1
1171,"West Yorkshire Police would like to remind the public about the dangers of swimming in lakes, reservoirs, rivers and canals. #ColdWaterKills",1
1172,"Heading to #ManchesterPride this bank holiday weekend? 

Have a great time and remember to look out for each other. If you spot anything suspicious don't ignore it, report it to event staff, stewards or police. #ActionCountersTerrorism",1
1173,Burglars will target the weakest locks in your home. Check out our campaign to find out if your locks are the recommend standard:,1
1174,Come and visit our Greater Manchester Police Museum today between from 10.30am. Entry is #FREE and there's lots of interesting things to see. We're on Newton Street in Manchester city centre. Last Entry 15:00. #GMParchives,1
1175,Make sure you keep valuables such as keys or money out of sight in your home. They might encourage a burglar to break in.,1
1176,"This summer, help us and @WYFRS to protect our precious Yorkshire countryside from wildfire.

Learn how you can #BeMoorAware here:",1
1177,We are currently recruiting Contact Officers to work in our Contact Centre. Recruitment closes soon. You can find out more at:,1
1178,"Yesterday, Tuesday 13 August 2019, GMP welcomed 100 new recruits to the force. The officers were officially sworn in at a formal ceremony attended by Chief Constable Ian Hopkins, senior officers and magistrate Joan Cooper. View full album here:",1
1179,Planning to run away from home? There are people you can speak to about your problems who can help &amp; won't judge you,1
1180,"Can you make sound decisions under pressure? Are you focussed on understanding the circumstances, person and need before you? Recruitment for contact officers in our Contact Centre closes soon:",1
1181,"Going missing?
New adult friends?
Skipping school?
Secretive behaviour?
Do you ""Know The Signs""?",1
1182,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds in relation to the crime of : Attempted Burglary #police,3
1183,"Show your car you care: 

Lock the door  
Check the handle  
Keep keys out of sight  

Find out more at:",1
1184,"Can you make sound decisions under pressure? Are you focussed on understanding the circumstances, person and need before you? Recruitment for contact officers in our Contact Centre is open now:",1
1185,"Don't leave attractive items on view through your patio doors - i.e tablets, laptops or car keys. Find out more at:",1
1186,"We are recruiting Police Community Support Officers.  

Unlock your potential. Apply now:",1
1187,Could you provide a professional call handling service in relation to crime and incident recording to members of the public and the Force? Recruitment for Contact Officers is open. Apply now:,1
1188,Make sure everyone in your home gets into the habit of being more secure. Lock doors and windows and keep valuables out of sight,1
1189,"West Yorkshire Police, what's your emergency? Recruitment for Contact Officers at our Contact Centre is now open. Check our website for more details.",1
1190,Want to be a police officer? Good news! We’re recruiting. Being a police officer is such an exciting &amp; rewarding job where you can make a big difference to the people of the #WestMidlands.  Join us:  #policefamily #wmpfamily,1
1191,"Are your locks up to standard? If they aren't, consider replacing them. Find out the latest advice here:",1
1192,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Calderdale in relation to the crime of : Assault #police,3
1193,Do you want to get an update on a previously reported crime? Beat the 101 queues and use our online crime tracker at  Simply enter your crime reference number and get the latest update from the officer in your case. Save time and do it online #ClickB4UCall,1
1194,Make sure to store your garden tools away when you're not using them. They might be stolen or used as a way to break in. Find out more at:,1
1195,"Do you want to take calls to our emergency and non-emergency line, providing vital assistance to our front line officers? We're recruiting Contact Officers. Apply now:",1
1196,"Special Constables are volunteers from all walks of life who, in their spare time, provide assistance to the regular police force, dealing with a wide variety of incidents and interacting with our diverse communities. Find out more here:",1
1197,Planning to run away from home? There are people you can speak to about your problems who can help and won't judge you,1
1198,#GALLERY | Thursday 1 August 2019 saw the Emergency Services Day at the @intuTrafford The sun shone and a great day was had by all. Click to view our photos below  #999day,2
1199,Come and visit our Greater Manchester Police Museum TODAY from 10.30am. There's lots of interesting things to see. We're on Newton Street in Manchester City Centre #GMPArchives,2
1200,"JOBS | Our latest recruits have just started their journey to become fully fledged police officers. How do you fancy joining them? It’s an amazing career where no two days are the same. Find out more about how to join, here:  #policefamily #wmpfamily",1
1201,"During our firearms surrender those handing in firearms or ammunition will not face prosecution for possession. 

Find out which stations are taking part at:  #HandInYourFirearms",1
1202,"We're urging residents to help prevent #ModernSlavery, by spotting the signs happening in their neighbourhood and workplace.

If you think anyone is possibly a victim of modern slavery then contact the Modern Slavery Helpline on 08000 121 700 or visit",1
1203,Recruitment for Contact Officers in our Contact Centre closes tomorrow. Don't leave it too late to submit your application.,1
1204,"Stop firearms getting in to the wrong hands. 

Surrender them anonymously through our firearms surrender. 

#HandInYourFirearms

Find out more at:",1
1205,FGM has lifelong consequences for us all. Let’s protect our girls. Visit  to find out more. #EndFGM,1
1206,Our #Classof2022 have just started their journey to become fully fledged police officers. How do you fancy joining them? It’s a tough programme but an amazing career. See what our student officer programme is all about:,1
1207,Heard something that could be terrorist related? You could make the difference. ACT - Action Counters Terrorism,1
1208,"Did you know you can contact our Contact Management Centre (in a non-emergency) by using our ""101 Live Chat"" system. For times when it may not be convenient to call.

Save time, do it on line. #ClickB4UCall",1
1209,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford in relation to the crime of : Theft of Motor Vehicle #police,3
1210,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford, Keighley in relation to the crime of : Criminal Damage #police",3
1211,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees in relation to the crime of : Theft non specific #police,3
1212,"Appeal: Armed Robbery, Bradford #police",3
1213,We'll be recruiting for Police Degree Apprenticeships this Summer. Click here for more information and to register your interest:,1
1214,"Here are some of the key arrests so far #LifeorKnife
Boy, 17, wanted for a serious assault where the victim was repeatedly stabbed in the torso
Man, 26, wanted for GBH after a victim was injured with a machete
Man, 18, suspected of threatening to stab someone in a robbery",1
1215,"If you know the location of any of our wanted faces and don't wish to speak to police, please contact @CrimestoppersUK on 0800 555 111. Crimestoppers are independent from police, always 100% anonymous and cannot trace your call or I.P address. #TacklingViolenceTogether",1
1216,"Did you know you can contact our Contact Management Centre (in a non-emergency) by using our ""101 Live Chat"" system. For times when it may not be convenient to call.

#ClickB4UCall Save time and do it on line.",1
1217,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Calderdale in relation to the crime of : Theft from Motor Vehicle #police,3
1218,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees, Dewsbury in relation to the crime of : Theft from Motor Vehicle #police",3
1219,"West Yorkshire Police, what's the emergency? Recruitment for Contact Officers at our Contact Centre is now open. Apply now:",1
1220,"Did you know, you can report certain crimes on our website, in your own time and at your own convenience. Our website is fully responsive and designed for use on tablets and smartphones. 
#ClickB4UCall Save time, do it online:",1
1221,Are you interested in becoming a Police Officer? Be one of the first to find out when our recruitment window will open by registering your interest here:,1
1222,"If you know the location of any of our wanted faces and don't wish to speak to police, you can give info via the Fearless website. Fearless are independent from the police and any reports to the webstie are 100% anonymous. Visit  #TacklingViolenceTogether",1
1223,"Want to join the fast-paced, exciting world of Corporate Communications here at GMP? We are currently recruiting for 2 x Campaign and Engagement Officers. Perfect for candidates with experience in #communications, #publicrelations, #press and/or #marketing",1
1224,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Wakefield in relation to the crime of : Commercial Burglary #police,3
1225,"Did you know you can contact our Contact Management Centre (in a non-emergency) by using our ""101 Live Chat"" system. For times when it may not be convenient to call.

Save time, do it online. #ClickB4UCall",1
1226,Have you got what it takes to be a Police Constable? Our recruitment window will be open soon. Click here to find out more and register your interest:,1
1227,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees in relation to the crime of : Public Order #police,3
1228,"Did you know, you can report crime through our website, in your own time and at your own convenience. Our website is fully responsive and designed for use on smartphones and tablets. Save time, do it online. #ClickB4UCall",1
1229,"This was a genuine call to our 999 line. This means that a call handler was diverted from a real emergency.

We're reminding members of the public that some calls we receive will be hoax/nuisance calls or calls which should be directed to other agencies.",1
1230,"Officers made a total of 48 arrests over the first weekend of the drink and drug drive campaign, resulting in 23 people being charged. #nonefortheroad #gmptraffic",1
1231,Officer given final written warning after gross misconduct proven,1
1232,"Did you know, you can report crime online, through our website, in your own time and at your own convenience. 

Our website is fully responsive and designed for use on smartphones and tablets. #ClickB4UCall Save time, do it online:",1
1233,"This summer help us to help you by using our website for non-emergencies.

 Quickly search for advice on any matter 

 Securely report crime online

 Talk to us within minutes on Live Chat between 8am-midnight

 Remember, if it's not 999, search: WMP Online",1
1234,"It’s due to be a hot weekend so the temptation to stay out longer and have a drink may be appealing. If you do drink, please arrange alternative transport home to ensure you don’t affect anyone else’s weekend.

#nonefortheroad #gmptraffic",1
1235,"Police Officer recruitment will open this Summer. As part of the new apprenticeship scheme, new recruits will study for a degree at Leeds Trinity University alongisde their police training.",1
1236,"Did you know you can contact our Contact Management Centre (in a non-emergency) by using our 101 Live Chat system. For times when it may not be convenient to call.

Save time, do it on line. #ClickB4UCall",1
1237,This morning (Wednesday 26 June 2019) officers executed warrants at nine addresses as part of Operation Benson – launched in response to incidents involving the theft of money from ATMs. View the album here:,1
1238,As part of the new Police Degree Apprenticeships you will study for a degree at Leeds Trinity Univeristy alongside your practical police training. Interested? Find out more at:,1
1239,"Did you know, you can report crime online via our website, in your own time and at your own convenience. Our website is fully responsive and designed for use on smartphones and tablets. 
Save time, do it online. #ClickB4UCall",1
1240,"Join us in supporting all members of the Armed Forces community @ArmedForcesDay on Saturday 29 June!

 More than 300 events are taking place right across the country. You can #SaluteOurForces by finding an event near you:  @HMGMidlands",1
1241,"This summer we'll be launching a Police Constable apprenticeship scheme for new recruits. To find out more and to express your interest, click here:",1
1242,"Did you know, you can get the latest update on the status of a previously reported crime, by entering your crime reference number on our Local Crime Tracker: 
Save time, do it online. #ClickB4UCall",1
1243,"Did you know, you can report crime via our website, in your own time and at your own convenience. Our website is fully responsive and designed for use on smartphones and tablets. #ClickB4UCall Save time, do it online:",1
1244,"We're proud to be supporting National Neighbourhood Watch Week. 

We want to say a big thank you to all our NHW co-ordinators who give a lot of time to make communities feel safer. 

#MoreThanYouExpect

To see how to set up a NHW, see here:",1
1245,"If you see extremist or terrorist content online report it to police anonymously. Just ACT, ActionCountersTerrorism",1
1246,"Did you know, you can report certain crimes on our website - in your own time and at your own convenience. Our website is fully responsive and designed for use on tablets and smartphones. 
Save time, do it online. #ClickB4UCall",1
1247,"We've doubled the strength of the Birmingham Organised Crime Unit in a bid to better understand the make-up of gangs, disrupt their activity &amp; swiftly make arrests.

Want to know more? Click here   

You can also follow the team on Twitter @Gangs_WMP",1
1248,We are recruiting Special Constables. The recruitment window is now open and closes at 11:55pm on Monday 24th June #BeSpecial. Find out more at:,1
1249,A career with GMP offers you the opportunity to work alongside officers and staff from a range of departments. You can apply here:,1
1250,"If you sign up to West Yorkshrie Community Alert, you can specialise your interest groups and receive crime information tailored to your interests. More at:",1
1251,You can stop terrorists and online extremists by reporting online content anonymously. #ACT. Action Counters Terrorism.,1
1252,Do you have a creative vision to deliver a proactive service for GMP? If so we are looking for you:,1
1253,"Did you know, you can report certain crimes on our website, in your own time and at your own convenience. Our website is fully responsive and designed for use on tablets and smartphones. 
Save time, do it online. #ClickB4UCall",1
1254,We're recruiting! Can you deliver a proactive service for GMP? Apply for Social Media and Engagement Officer now,1
1255,If you see extremist or terrorist content online report it to police anonymously. Just ACT,1
1256,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees, Batley and Spen in relation to the crime of : Theft non specific #police",3
1257,We're looking for enthusiastic people who want to make a real difference to the communities of West Yorkshire to join our Special Constables #BeSpecial. Find out more at:,1
1258,Registration for West Yorkshire Community Alert is free. Make sure you sign up for information about crime in your area. Sign up now:,1
1259,"Greater Manchester Police has welcomed 89 new police officers to the ranks. The new recruits were sworn in at an attestation ceremony at Bolton Town Hall last night, Tuesday 11 June 2019. View the full album on our Flickr",2
1260,"This summer we'll be recruiting Police Constables. For the first time, new recruits will complete an apprenticeship and study for a degree as part of the training",1
1261,Who's talking to #YourChild online? People may not be who they say they are. Find out more:,1
1262,'Frosted.Dunes.Opens' is the @what3words location for our Leeds District Headquarters. Our contact operators are now using #what3words to help @WYP_Contact to pinpoint your exact location using GPS. Download the app for your phone,1
1263,#ActionCountersTerrorism - Have you heard something that could be terrorist related? Report it.,1
1264,"Today @WestYorksPolice #SpecialConstables  are supporting the 4th #WTSLeeds #WorldTriathlonSeries in #Leeds. 
Is supporting local events something you might be interested in? We’re recruiting Special Constables now! Apply now ;  #police @WYP_Specials",1
1265,If you see extremist or terrorist content online report it to police anonymously - Just #ACT #ActionCountersTerrorism,1
1266,"Signing up to West Yorkshire Community Alert is quick, simple and easy. You can get alerts via text, email or voice message. Find out more and sign up:",1
1267,If you notice something suspicious that could be terrorist related don't delay. ACT - #ActionCountersTerrorism,1
1268,We will treat all reports of domestic abuse sensitively and victims will be taken seriously:,1
1269,"Did you know, you can report crime online, through our website, in your own time and at your own convenience. 

Our website is fully responsive and designed for use on smartphones and tablets. Save time, do it online. #ClickB4UCall",1
1270,"Join us in saying THANK YOU to our AMAZING volunteers  from @StreetWatchWM @SpecialsWMP @CadetsWMP &amp; various other @WMPolice teams who give up their time to help keep you safe!

Thinking about volunteering? Check out our available opportunities",2
1271,Interested in becoming a Police Officer?  Be one of the first to find out when our recruitment window will open by registering your interest here  #police,1
1272,"Today marks the #DDay75thAnniversary. On this day, we remember the brave men and women who made the ultimate sacrifice and gave their tomorrow for our today. #LestWeForget #DDay75",2
1273,"Going missing?
New adult friends?
Skipping school?
Secretive behaviour?
Do you ""Know The Signs""? #cse",1
1274,"If you're in West Yorkshire and need to report something to @WYP_Contact, we're now using @what3words to make it easier for you to tell us exactly where you are. All you need is a GPS signal - find out more at",1
1275,#ActionCountersTerrorism. If you see extremist or terrorist content online report it to police anonymously - ACT,1
1276,"Did you know you can contact our Contact Management Centre (in a non-emergency) by using our ""101 Live Chat"" system. For times when it may not be convenient to call. #ClickB4UCall

Save time, do it on line.",1
1277,"The 2019 #PolTAwards voting is open. We have over 500 accounts representing @WestYorksPolice on Twitter   

To vote for your favourite account go to  and vote in one of 18 categories. 

 @policeawards",1
1278,"A violent 17-year-old male has been found guilty of murdering a man in his own home in #Greenwich

#WATCH this shocking CCTV footage, which was presented to the jury, showing his aggressive nature as he attacked prison and police custody officers.",1
1279,EID Mubarak to everyone celebrating from everyone at West midlands Police. #EidMubarak,2
1280,"WY Community Alert is here. Get local news, crime information and see what West Yorkshire Police is doing to keep Communities safe. More at:",1
1281,Have you heard something that could be terrorist related? You could make the difference. ACT - Action Counters Terrorism,1
1282,"Did you know, you can report crime online via our website, in your own time &amp; at your own convenience. Our website is fully responsive &amp; designed for use on smartphones &amp; tablets. 
Save time, do it online. #ClickB4UCall",1
1283,If you feel you  might be at risk of domestic abuse you can use your 'right to ask' about your partner's history by calling 101. If you are in immediate danger always call 999,1
1284,You can stop terrorists and online extremists by reporting online content anonymously. ACT. Action Counters Terrorism.,1
1285,"Did you know, you can get the latest update on the status of a previously reported crime, by entering your crime reference number on our Local Crime Tracker : 
Save time, do it online. #ClickB4UCall",1
1286,Finding someone couldn't be easier. Tell us  your @what3words address of where you are and our operators will be able to pinpoint your location. @WYP_Contact,1
1287,"We're trying to turn the lock-up at Steelhouse Lane, #Birmingham into the new WMP Museum.

 @HeritageFundWM are helping make our museum dreams a reality but we need your help to buy a new roof!

 Your donations - no matter how big or small - can help us #RaiseTheRoof",1
1288,If you feel you might be at risk of domestic abuse you can use your 'right to ask' about your partner's history by calling 101. If you are in immediate danger always dial 999,1
1289,"If you told one of our operators that you were at 'City.Glory.Allow', we would be able to pinpoint that you are stood outside Wakefield Cathedral. Be prepared and download the #what3words app today @WYP_Contact",1
1290,JOB ALERT: Are you passionate about communications? Looking for a new challenge? We have a vacancy for a Communications Officer to join our busy Newsdesk where no day is the same. Interested? Find out more about the role here:,1
1291,"Did you know, you can report certain crimes on our website - in your own time and at your own convenience. Our website is fully responsive and designed for use on tablets and smartphones. 
Save time and do it online. #ClickB4UCall",1
1292,"Can you make sound decisions under pressure? Are you focussed on understanding the circumstances, person and need before you?  Recruitment is open now!",1
1293,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford, Bradford East in relation to the crime of : Assault #police",3
1294,Do you care for someone with dementia and worry they may go missing? Get more information about The Herbert Protocol at:   #DAW2019,1
1295,We are currently recruiting Contact Officers to work in our Contact Centre. Find out more at:,1
1296,"Read about the #HerbertProtocol, for in the event of a vulnerable person going missing #DAW2019. Find out more at:",1
1297,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees in relation to the crime of : Robbery #police,3
1298,An assault on any of our officers is something we in the Met will not tolerate. We will deal robustly with any perpetrators who seek to injure or cause harm to police officers.,1
1299,Officers across the Met are exposed to abuse and violence regularly when on duty. It is absolutely not acceptable in any form - being assaulted on duty should never be viewed as simply ‘part of the job’,1
1300,Our @WYP_Contact have access to #what3words. Don't know your exact location? Tell us your #what3words location using GPS and we'll be able to pinpoint exactly where you are.,1
1301,"Yesterday, 19 May 2019, saw thousands take to the streets to take part in the Great Manchester Run. Greater Manchester Police officers were on hand to ensure the safety and security of all who took part. View the full album on our Flickr.",2
1302,As part of Dementia Action Week (20th – 26th May) we're highlighting the Herbert Protocol page on our website:  #DAW2019,1
1303,"Have you got a bright idea to help reduce youth and knife crime? The Active Citizens Fund could help.

 The @WestMidsPCC Fund donates money seized from criminals to support projects in the community.

Find out how you can apply for money:",1
1304,If you see extremist or terrorist content online report it to police anonymously. Just ACT #ActionCountersTerrorism,1
1305,"Do you need Police assistance but don't know your exact location? #What3Words can pin your location down to 3 metres using GPS, and can be used via the official app or online. Find out more at:",1
1306,"Latest #Police Staff #Job 
Digital Development Assistant
#Wakefield
Corporate Communications
Salary £25,566 - £27,339 per annum
Vacancy Ref – IT431
The application process will close at 23:55 hours on the 27th May 2019.",1
1307,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds, Leeds North West in relation to the crime of : Public Order #police",3
1308,Anyone worried about their online behaviour can seek help from organisations such as Stop It Now or NSPCC,1
1309,Who's making your friends with your child online? People may not be who they say they are.,1
1310,If you are caught looking at indecent images of children officers will search your home &amp; could seize devices belonging to you &amp; to other members of your family,1
1311,Find out how you can contact #Police in an emergency via emergency SMS at  #DeafAwarenessWeek,1
1312,Did you know that we have our very own deaf community champions?  #DeafAwarenessWeek,1
1313,"Worried your partner might have an abusive past? Get in touch and if we can find information that would protect you, we will tell you",1
